,name,latitude,longitude,city,region,cuisine,url,michelin_stars
180,The Ocean,22.235146,114.198524,Hong Kong,Hong Kong,French,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/the-ocean,1
181,Costes Downtown,47.501129999999996,19.048595000000002,Budapest,Hungary,Modern cuisine,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/costes-downtown,1
182,Borkonyha Winekitchen,47.49953,19.052391,Budapest,Hungary,Modern cuisine,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/borkonyha-winekitchen,1
183,Stand,47.500244,19.059624,Budapest,Hungary,Modern cuisine,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/stand,1
184,Babel,47.492603,19.05256,Budapest,Hungary,Modern cuisine,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/babel,1
185,Costes,47.48873,19.061779,Budapest,Hungary,Modern cuisine,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/costes,1
186,The Kitchen,22.191442000000002,113.54299999999999,Macau,Macau,Steakhouse,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-kitchen417810,1
187,Tim's Kitchen,22.189898,113.5439,Macau,Macau,Cantonese,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/tim-s-kitchen,1
188,Wing Lei,22.188028,113.54578000000001,Macau,Macau,Cantonese,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/wing-lei,1
189,King,22.190178,113.54028000000001,Macau,Macau,Cantonese,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/king380226,1
190,Ying,22.161234,113.55540500000001,Macau,Macau,Cantonese,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/ying,1
191,Shinji by Kanesaka,22.149635,113.56397,Macau,Macau,Sushi,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/shinji-by-kanesaka,1
192,The Golden Peacock,22.148178,113.56335,Macau,Macau,Indian,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-golden-peacock,1
193,Zi Yat Heen,22.145418,113.56152,Macau,Macau,Cantonese,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/zi-yat-heen,1
194,8 1/2 Otto e Mezzo - Bombana,22.149179999999998,113.55393000000001,Macau,Macau,Italian,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/8-1-2-otto-e-mezzo-bombana,1
195,Pearl Dragon,22.140524,113.56256,Macau,Macau,Cantonese,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/pearl-dragon,1
196,Lai Heen,22.148754,113.551926,Macau,Macau,Cantonese,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/lai-heen,1
197,FAGN,63.43391999999999,10.39628,Trondheim,Norway,Modern cuisine,https://guide.michelin.com/no/en/trondelag/trondheim/restaurant/fagn,1
198,Credo,63.43391,10.39631,Trondheim,Norway,Creative,https://guide.michelin.com/no/en/trondelag/trondheim/restaurant/credo,1
199,RE-NAA,58.972088,5.732876999999999,Stavanger,Norway,Creative,https://guide.michelin.com/no/en/rogaland/stavanger/restaurant/re-naa,1
200,Sabi Omakase,58.969936,5.7433133000000005,Stavanger,Norway,Sushi,https://guide.michelin.com/no/en/rogaland/stavanger/restaurant/sabi-omakase,1
201,Galt,59.91661,10.71369,Oslo,Norway,Modern cuisine,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/galt,1
202,Kontrast,59.92355,10.75106,Oslo,Norway,Scandinavian,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/kontrast,1
203,Statholdergaarden,59.909369999999996,10.74305,Oslo,Norway,Classic cuisine,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/statholdergaarden,1
204,Del Posto,40.74327,-74.0077,New York,New York City,Italian,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/del-posto,1
205,Le Grill de Joël Robuchon,40.742897,-74.0077,New York,New York City,French,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/le-grill-de-joel-robuchon,1
206,L'Appart,40.711903,-74.01544,New York,New York City,French,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/l-appart,1
207,Okuda,40.743793,-74.00633,New York,New York City,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/okuda,1
208,Wallsé,40.73538,-74.00814,New York,New York City,Austrian,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/wallse,1
209,Jeju Noodle Bar,40.732952000000004,-74.00744,New York,New York City,Korean,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jeju-noodle-bar,1
210,Sushi Nakazawa,40.731716,-74.00451,New York,New York City,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-nakazawa,1
211,Kosaka,40.738316,-74.00137,New York,New York City,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kosaka,1
212,Bâtard,40.719615999999995,-74.00589000000001,New York,New York City,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/batard,1
213,Hirohisa,40.72452,-74.003006,New York,New York City,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/hirohisa,1
214,Blue Hill,40.7321,-73.9996,New York,New York City,American,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/blue-hill,1
215,ZZ's Clam Bar,40.727646,-74.00046,New York,New York City,Seafood,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/zz-s-clam-bar,1
216,Babbo,40.73233,-73.99916,New York,New York City,Italian,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/babbo,1
217,Carbone,40.727965999999995,-74.00017,New York,New York City,Italian,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/carbone,1
218,Le Coucou,40.719162,-74.00001,New York,New York City,French,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/le-coucou,1
219,Aldea,40.73885,-73.99365999999999,New York,New York City,Mediterranean,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/aldea,1
220,Cote,40.73778,-73.99375,New York,New York City,Korean,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cote,1
221,Bouley at Home,40.74114,-73.99242,New York,New York City,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/bouley-at-home,1
222,Gotham Bar and Grill,40.73417,-73.99379,New York,New York City,American,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/gotham-bar-and-grill,1
223,Nix,40.733166,-73.993515,New York,New York City,Vegetarian,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/nix,1
224,Junoon,40.74325,-73.99077,New York,New York City,Indian,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/junoon,1
225,NoMad,40.74497,-73.98883000000001,New York,New York City,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/nomad,1
226,The Musket Room,40.723915000000005,-73.99375,New York,New York City,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-musket-room,1
227,Uncle Boons,40.721203,-73.99441,New York,New York City,Thai,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/uncle-boons,1
228,Noda,40.74497,-73.988075,New York,New York City,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/noda,1
229,Gramercy Tavern,40.738490000000006,-73.98868,New York,New York City,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/gramercy-tavern,1
230,The Clocktower,40.7414,-73.987595,New York,New York City,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-clocktower,1
231,Ai Fiori,40.75013,-73.98357,New York,New York City,Italian,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/ai-fiori,1
232,Casa Mono,40.73595,-73.98706,New York,New York City,Spanish,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/casa-mono,1
233,Jewel Bako,40.727129999999995,-73.98928000000001,New York,New York City,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jewel-bako,1
234,The River Café,40.703613,-73.99477399999999,New York,New York City,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-river-cafe,1
235,Bar Uchū,40.72191,-73.99003,New York,New York City,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/bar-uchu,1
236,Café China,40.749973,-73.98228,New York,New York City,Chinese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cafe-china,1
237,Kanoyama,40.730709999999995,-73.98655,New York,New York City,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kanoyama,1
238,Contra,40.719916999999995,-73.98921999999999,New York,New York City,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/contra,1
239,Atomix,40.744408,-73.98292,New York,New York City,Korean,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/atomix,1
240,Kyo Ya,40.7266,-73.98526,New York,New York City,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kyo-ya,1
241,Kajitsu,40.727759999999996,-73.98428,New York,New York City,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kajitsu,1
242,Agern,40.752340000000004,-73.9775,New York,New York City,Scandinavian,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/agern,1
243,Caviar Russe,40.760684999999995,-73.97355,New York,New York City,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/caviar-russe,1
244,Tuome,40.724194,-73.9828,New York,New York City,Fusion,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/tuome,1
245,Tempura Matsui,40.74839,-73.97474,New York,New York City,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/tempura-matsui,1
246,Sushi Yasuda,40.75108,-73.97364,New York,New York City,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-yasuda,1
247,Sushi Amane,40.751329999999996,-73.971725,New York,New York City,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-amane,1
248,Café Boulud,40.774390000000004,-73.96414,New York,New York City,French,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cafe-boulud,1
249,Claro,40.677395000000004,-73.98615,New York,New York City,Mexican,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/claro,1
250,Satsuki,40.801243,-73.95187,New York,New York City,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/satsuki,1
251,Sushi Noz,40.77384,-73.958275,New York,New York City,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-noz,1
252,Sushi Inoue,40.810448,-73.943726,New York,New York City,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-inoue,1
253,Meadowsweet,40.710353999999995,-73.96316999999999,New York,New York City,Mediterranean,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/meadowsweet,1
254,Casa Enríque,40.743491999999996,-73.95425,New York,New York City,Mexican,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/casa-enrique,1
255,Peter Luger,40.70986,-73.96263,New York,New York City,Steakhouse,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/peter-luger,1
256,Oxomoco,40.730057,-73.95538,New York,New York City,Mexican,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/oxomoco,1
257,The Finch,40.68704,-73.96297,New York,New York City,American,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-finch,1
258,Faro,40.707584000000004,-73.923035,New York,New York City,American,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/faro,1
259,Senses,52.244583,21.005886,Warszawa,Poland,Modern cuisine,https://guide.michelin.com/pl/en/masovia/warszawa/restaurant/senses,1
260,atelier Amaro,52.217079999999996,21.037679999999998,Warszawa,Poland,Modern cuisine,https://guide.michelin.com/pl/en/masovia/warszawa/restaurant/atelier-amaro,1
261,Aniar,53.271119999999996,-9.057078,Gaillimh/Galway,Ireland,Creative,https://guide.michelin.com/ie/en/galway/gaillimh-galway/restaurant/aniar,1
262,Loam,53.27384,-9.044447,Gaillimh/Galway,Ireland,Creative,https://guide.michelin.com/ie/en/galway/gaillimh-galway/restaurant/loam,1
263,Wild Honey Inn,53.03151,-9.2911,Lios Dúin Bhearna/Lisdoonvarna,Ireland,Classic cuisine,https://guide.michelin.com/ie/en/clare/lios-duin-bhearna-lisdoonvarna/restaurant/wild-honey-inn,1
264,Chestnut,51.562588,-9.460854,Ballydehob,Ireland,Modern cuisine,https://guide.michelin.com/ie/en/cork/ballydehob/restaurant/chestnut,1
265,Mews,51.48285,-9.37234,Baltimore,Ireland,Modern cuisine,https://guide.michelin.com/ie/en/cork/ie-baltimore/restaurant/mews,1
266,Ichigo Ichie,51.898167,-8.479933,Corcaigh/Cork,Ireland,Japanese,https://guide.michelin.com/ie/en/cork/corcaigh-cork/restaurant/ichigo-ichie,1
267,Chapter One,53.354374,-6.263786,City Centre,Ireland,Modern cuisine,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/chapter-one,1
268,Greenhouse,53.340042000000004,-6.258506,City Centre,Ireland,Modern cuisine,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/greenhouse,1
269,L'Ecrivain,53.33626999999999,-6.24834,City Centre,Ireland,Modern cuisine,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/l-ecrivain,1
270,Campagne,52.6559,-7.2464285,Cill Chainnigh/Kilkenny,Ireland,Modern British,https://guide.michelin.com/ie/en/kilkenny/cill-chainnigh-kilkenny/restaurant/campagne,1
271,Heron & Grey,53.30143,-6.177574,Blackrock,Ireland,Modern cuisine,https://guide.michelin.com/ie/en/dun-laoghaire-rathdown/blackrock/restaurant/heron-grey,1
272,Lady Helen,52.526095999999995,-7.188277,Baile Mhic Andáin/Thomastown,Ireland,Modern cuisine,https://guide.michelin.com/ie/en/kilkenny/baile-mhic-andain-thomastown/restaurant/lady-helen,1
273,House,51.94777,-7.713539599999999,Aird Mhór/Ardmore,Ireland,Modern cuisine,https://guide.michelin.com/ie/en/waterford/aird-mhor-ardmore/restaurant/house,1
274,Olympe,-22.96109,-43.206579999999995,Rio de Janeiro - 22470,Rio de Janeiro,French,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/olympe,1
275,Lasai,-22.95401,-43.195570000000004,Rio de Janeiro - 22271,Rio de Janeiro,modern,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/lasai,1
276,Oteque,-22.95747,-43.194424,Rio de Janeiro - 22271,Rio de Janeiro,modern,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/oteque,1
277,Mee,-22.96764,-43.17925,Rio de Janeiro - 22021,Rio de Janeiro,Asian influences,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/mee,1
278,Cipriani,-22.96755,-43.17901,Rio de Janeiro - 22021,Rio de Janeiro,Italian,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/cipriani,1
279,Jun Sakamoto,-23.56318,-46.67737,São Paulo - 05413,Sao Paulo,Japanese,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/jun-sakamoto,1
280,Maní,-23.56621,-46.67974,São Paulo - 05415,Sao Paulo,creative,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/mani,1
281,Evvai,-23.567078,-46.679146,São Paulo - 05415,Sao Paulo,modern,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/evvai,1
282,Picchi,-23.565063000000002,-46.666767,São Paulo - 01426,Sao Paulo,Italian,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/picchi,1
283,Kosushi,-23.58522,-46.6809,São Paulo - 04538,Sao Paulo,Japanese,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/kosushi,1
284,Ryo Gastronomia,-23.58132,-46.6767,São Paulo - 04531,Sao Paulo,Japanese,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/ryo-gastronomia,1
285,Tangará Jean-Georges,-23.634005,-46.72428,São Paulo - 05706,Sao Paulo,modern,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/tangara-jean-georges,1
286,Kinoshita,-23.59159,-46.671459999999996,São Paulo - 04509,Sao Paulo,Japanese,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/kinoshita,1
287,Kan Suke,-23.5684,-46.649359999999994,São Paulo - 01401,Sao Paulo,Japanese,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/kan-suke,1
288,Huto,-23.60882,-46.6598,São Paulo - 04080,Sao Paulo,Japanese,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/huto,1
289,Stay,37.513003999999995,127.10257,Seoul,South Korea,French contemporary,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/stay,1
290,Lee Jong Kuk 104,37.592903,126.99728400000001,Seoul,South Korea,Korean,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/lee-jong-kuk-104,1
291,Hansikgonggan,37.577705,126.98852,Seoul,South Korea,Korean,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/hansikgonggan,1
292,Dining in Space,37.57761,126.98845,Seoul,South Korea,French contemporary,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/dining-in-space,1
293,Exquisine,37.521046000000005,127.04973600000001,Seoul,South Korea,Innovative,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/exquisine,1
294,Dosa,37.52445,127.04441000000001,Seoul,South Korea,Innovative,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/dosa511871,1
295,Joo Ok,37.52252,127.04396000000001,Seoul,South Korea,Korean contemporary,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/joo-ok,1
296,Balwoo Gongyang,37.573890000000006,126.98318,Seoul,South Korea,Temple cuisine,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/balwoo-gongyang,1
297,Muoki,37.518963,127.04217,Seoul,South Korea,Innovative,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/muoki,1
298,L'Amitié,37.522675,127.032646,Seoul,South Korea,French,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/l-amitie,1
299,Yu Yuan,37.57045,126.97533999999999,Seoul,South Korea,Chinese,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/yu-yuan,1
300,Bicena,37.5384,127.00135,Seoul,South Korea,Korean,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/bicena,1
301,Mosu,37.536415000000005,126.99933999999999,Seoul,South Korea,Innovative,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/mosu,1
302,Poom,37.54903,126.98341,Seoul,South Korea,Korean,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/poom,1
303,Soigné,37.49816,127.00200000000001,Seoul,South Korea,Innovative,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/soigne,1
304,Table for Four,37.497690000000006,126.99441999999999,Seoul,South Korea,European contemporary,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/table-for-four,1
305,Zero Complex,37.494170000000004,126.9948,Seoul,South Korea,Innovative,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/zero-complex,1
306,Jin Jin,37.55777,126.91323999999999,Seoul,South Korea,Chinese,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/jin-jin,1
307,Gotgan,37.52212,126.92022,Seoul,South Korea,Korean,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/gotgan,1
308,Hill Street Tai Hwa Pork Noodle,1.3052,103.8624,Singapore,Singapore,Street Food,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/hill-street-tai-hwa-pork-noodle,1
309,Putien (Kitchener Road),1.30969,103.8573,Singapore,Singapore,Fujian,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/putien-kitchener-road,1
310,Chef Kang's,1.304735,103.84955,Singapore,Singapore,Cantonese,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/chef-kang-s,1
311,Garibaldi,1.296564,103.855,Singapore,Singapore,Italian,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/garibaldi,1
312,Summer Pavilion,1.291284,103.8603,Singapore,Singapore,Cantonese,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/summer-pavilion,1
313,Shinji (Bras Basah Road),1.2959028000000001,103.8539,Singapore,Singapore,Sushi,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shinji-bras-basah-road,1
314,The Song of India,1.310767,103.8353,Singapore,Singapore,Indian,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/the-song-of-india,1
315,Lei Garden,1.295228,103.8521,Singapore,Singapore,Cantonese,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/lei-garden501509,1
316,Whitegrass,1.295452,103.8516,Singapore,Singapore,Australian,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/whitegrass,1
317,Jaan,1.2931840000000001,103.8529,Singapore,Singapore,French contemporary,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/jaan,1
318,Labyrinth,1.2899688,103.8562,Singapore,Singapore,Innovative,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/labyrinth,1
319,Cut,1.2853268,103.8607,Singapore,Singapore,Steakhouse,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/cut,1
320,Alma,1.309123,103.834,Singapore,Singapore,European contemporary,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/alma,1
321,Béni,1.3023790000000002,103.8366,Singapore,Singapore,French contemporary,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/beni,1
322,Crystal Jade Golden Palace,1.303244,103.8353,Singapore,Singapore,Chinese,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/crystal-jade-golden-palace,1
323,Imperial Treasure Fine Teochew Cuisine (Orchard),1.3032448,103.8349,Singapore,Singapore,Chinese,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/imperial-treasure-fine-teochew-cuisine-orchard,1
324,Saint Pierre,1.2857809999999998,103.8538,Singapore,Singapore,French contemporary,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/saint-pierre,1
325,Sushi Ichi,1.305105,103.8324,Singapore,Singapore,Sushi,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/sushi-ichi,1
326,Sushi Kimura,1.3063718999999998,103.829475,Singapore,Singapore,Sushi,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/sushi-kimura,1
327,Iggy's,1.305986,103.8294,Singapore,Singapore,European contemporary,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/iggy-s,1
328,Braci,1.287212,103.84949,Singapore,Singapore,Italian contemporary,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/braci,1
329,Jiang-Nan Chun,1.304937,103.8288,Singapore,Singapore,Cantonese,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/jiang-nan-chun,1
330,Bacchanalia,1.2874758,103.8474,Singapore,Singapore,Innovative,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/bacchanalia,1
331,Shinji (Tanglin Road),1.305821,103.8257,Singapore,Singapore,Sushi,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shinji-tanglin-road,1
332,Corner House,1.315121,103.8154,Singapore,Singapore,Innovative,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/corner-house,1
333,Summer Palace,1.3043848,103.825,Singapore,Singapore,Cantonese,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/summer-palace501658,1
334,Cheek by Jowl,1.281301,103.84849,Singapore,Singapore,Australian,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/cheek-by-jowl,1
335,Nouri,1.28086,103.84713,Singapore,Singapore,Innovative,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/nouri,1
336,Liao Fan Hong Kong Soya Sauce Chicken Rice & Noodle,1.2824799999999998,103.8439,Singapore,Singapore,Street Food,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/liao-fan-hong-kong-soya-sauce-chicken-rice-noodle,1
337,Burnt Ends,1.2805010000000001,103.8418,Singapore,Singapore,Barbecue,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/burnt-ends,1
338,Rhubarb,1.279368,103.84299999999999,Singapore,Singapore,French contemporary,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/rhubarb,1
339,Meta,1.279372,103.8415,Singapore,Singapore,Innovative,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/meta,1
340,Ma Cuisine,1.27826,103.84200000000001,Singapore,Singapore,French,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/ma-cuisine,1
341,Candlenut,1.2797709,103.8402,Singapore,Singapore,Peranakan,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/candlenut,1
342,Bhoga,57.70618,11.9624,Göteborg,Sweden,Creative,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/bhoga,1
343,Koka,57.698406000000006,11.965365,Göteborg,Sweden,Modern cuisine,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/koka,1
344,28+,57.69809,11.97377,Göteborg,Sweden,Modern cuisine,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/28,1
345,SK Mat & Människor,57.69688000000001,11.98338,Göteborg,Sweden,Modern cuisine,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/sk-mat-manniskor,1
346,Thörnströms Kök,57.69436999999999,11.977609,Göteborg,Sweden,Classic cuisine,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/thornstroms-kok,1
347,Upper House,57.69745,11.990210000000001,Göteborg,Sweden,Creative,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/upper-house,1
348,Agrikultur,59.34777,18.058629999999997,Stockholm,Sweden,Modern cuisine,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/agrikultur,1
349,Sushi Sho,59.341286,18.049892,Stockholm,Sweden,Japanese,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/sushi-sho,1
350,Volt,59.33866999999999,18.079683,Stockholm,Sweden,Creative,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/volt,1
351,Ekstedt,59.33674,18.075210000000002,Stockholm,Sweden,Meats and grills,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/ekstedt,1
352,Operakällaren,59.329876,18.071363,Stockholm,Sweden,Classic cuisine,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/operakallaren,1
353,Mathias Dahlgren-Matbaren,59.32935,18.075429999999997,Stockholm,Sweden,Modern cuisine,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/mathias-dahlgren-matbaren,1
354,Aloë,59.2842,17.985748,Stockholm,Sweden,Creative,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/aloe,1
355,PM & Vänner,56.878919999999994,14.803870000000002,Växjö,Sweden,Creative,https://guide.michelin.com/se/en/kronoberg/vaxjo/restaurant/pm-vanner,1
356,Bloom in the Park,55.59064,12.99794,Malmö,Sweden,Creative,https://guide.michelin.com/se/en/skane/malmo/restaurant/bloom-in-the-park,1
357,SAV,55.53376,13.00537,Malmö,Sweden,Creative,https://guide.michelin.com/se/en/skane/malmo/restaurant/sav,1
358,Golden Formosa,25.118216,121.53623,Taipei,Taipei,Taiwanese,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/golden-formosa,1
