ICAO_Code,Airport_Name,City_Town,Country,Latitude_Decimal_Degrees,Longitude_Decimal_Degrees
SANL,LA RIOJA,LA RIOJA,ARGENTINA,-29.381,-66.796
SANO,CHILECITO,CHILECITO,ARGENTINA,-29.224,-67.439
SANT,TENIENTE BENJAMIN MATIENZO,TUCUMAN,ARGENTINA,-26.840999999999998,-65.105
SANU,SAN JUAN,SAN JULIAN,ARGENTINA,-31.570999999999998,-68.418
SAOC,RIO CUARTO AREA DE MATERIAL,RIO CUARTO,ARGENTINA,-33.086,-64.26100000000001
SAOD,VILLA DOLORES,VILLA DOLORES,ARGENTINA,-31.941,-65.142
SAOL,LABOULAYE,LABOULAYE,ARGENTINA,-34.135,-63.361999999999995
SAOM,MARCOS JUAREZ,MARCOS JUAREZ,ARGENTINA,-32.684,-62.158
SAOR,VILLA REYNOLDS,VILLA REYNOLDS,ARGENTINA,-33.73,-65.387
SAOU,SAN LUIS,SAN LUIS,ARGENTINA,-33.273,-66.35600000000001
SARC,CORRIENTES,CORRIENTES,ARGENTINA,-27.445,-58.762
SARE,RESISTENCIA,RESISTENCIA,ARGENTINA,-27.45,-59.056000000000004
SARF,FORMOSA,FORMOSA,ARGENTINA,-26.212,-58.228
SARI,CATARATAS DEL IGUAZU,IGUAZU FALLS,ARGENTINA,-25.738000000000003,-54.473
SARL,PASO DE LOS LIBRES,PASO DE LOS LIBRES,ARGENTINA,-29.689,-57.152
SARM,MONTE CASEROS,MONTE CASEROS,ARGENTINA,-30.272,-57.64
SARP,POSADAS,POSADAS,ARGENTINA,-27.386,-55.971000000000004
SARS,TERMAL,PRESIDENCIA R.S.PENA,ARGENTINA,-26.756,-60.493
SASA,SALTA,SALTA,ARGENTINA,-24.855999999999998,-65.486
SASJ,JUJUY,JUJUY,ARGENTINA,-24.393,-65.098
SASO,ORAN,ORAN,ARGENTINA,-23.153000000000002,-64.329
SASQ,LA QUIACA,LA QUIACA,ARGENTINA,-22.162,-65.57
SAST,GENERAL ENRIQUE MOSCONI TARTAGAL,TARTAGAL,ARGENTINA,-22.62,-63.794
SATG,GOYA,GOYA,ARGENTINA,-29.105999999999998,-59.218999999999994
SATK,ALFEREZ ARMANDO RODRIGUEZ,LAS LOMITAS,ARGENTINA,-24.721,-60.549
SATM,MERCEDES,MERCEDES,ARGENTINA,-29.223000000000003,-58.088
SATO,OBERA,OBERA,ARGENTINA,-27.518,-55.123999999999995
SATR,RECONQUISTA,RECONQUISTA,ARGENTINA,-29.21,-59.691
SATU,CURUZU CUATIA,CURUZU CUATIA,ARGENTINA,-29.771,-57.979
SAVB,EL BOLSON,EL BOLSON,ARGENTINA,-41.943000000000005,-71.532
SAVC,COMODORO RIVADAVIA,COMODORO RIVADAVIA,ARGENTINA,-45.785,-67.46600000000001
SAVD,EL MAITEN,EL MAITEN,ARGENTINA,-42.031000000000006,-71.17
SAVE,ESQUEL,ESQUEL,ARGENTINA,-42.908,-71.139
SAVH,LAS HERAS,LAS HERAS,ARGENTINA,-46.538000000000004,-68.96600000000001
SAVT,ALMIRANTE ZAR,TRELEW,ARGENTINA,-43.21,-65.27
SAVV,GOBERNADOR CASTELLO,VIEDMA,ARGENTINA,-40.869,-63.0
SAVY,EL TEHUELCHE,PUERTO MADRYN,ARGENTINA,-42.75899999999999,-65.102
SAWA,LAGO ARGENTINO,LAGO ARGENTINO,ARGENTINA,-50.335,-72.248
SAWB,BASE MARAMBIO,MARAMBIO BASE,ANTARCTICA,-64.238,-56.631
SAWD,PUERTO DESEADO,PUERTO DESEADO,ARGENTINA,-47.735,-65.904
SAWE,RIO GRANDE,RIO GRANDE,ARGENTINA,-53.777,-67.749
SAWG,RIO GALLEGOS,RIO GALLEGOS,ARGENTINA,-51.608999999999995,-69.313
SAWH,USHUAIA MALVINAS ARGENTINAS,USHUAIA,ARGENTINA,-54.843,-68.296
SAWJ,SAN JULIAN,SAN JULIAN,ARGENTINA,-49.306999999999995,-67.80199999999999
SAWS,JOSE DE SAN MARTIN,JOSE DE SAN MARTIN,ARGENTINA,-44.048,-70.459
SAWT,EL TURBIO,RIO TURBIO,ARGENTINA,-51.606,-72.217
SAWU,SANTA CRUZ,SANTA CRUZ,ARGENTINA,-50.016000000000005,-68.579
SAZB,COMANDANTE ESPORA,BAHIA BLANCA,ARGENTINA,-38.725,-62.169
SAZC,CORONEL SUAREZ,COLONEL SUAREZ,ARGENTINA,-37.446,-61.888999999999996
SAZD,DOLORES,DOLORES,ARGENTINA,-36.32,-57.722
SAZF,OLAVARRIA,OLAVARRIA,ARGENTINA,-36.891,-60.216
SAZG,GENERAL PICO,GENERAL PICO,ARGENTINA,-35.696,-63.758
SAZH,TRES ARROYOS,TRES ARROYOS,ARGENTINA,-38.387,-60.32899999999999
SAZI,BOLIVAR,BOLIVAR,ARGENTINA,-36.187,-61.076
SAZL,SANTA TERESITA,SANTA TERESITA,ARGENTINA,-36.542,-56.722
SAZM,MAR DEL PLATA,MAR DEL PLATA,ARGENTINA,-37.934,-57.573
SAZN,PRESIDENTE PERON,NEUQUEN,ARGENTINA,-38.949,-68.156
SAZO,NECOCHEA,NECOCHEA,ARGENTINA,-38.489000000000004,-58.816
SAZP,COMODORO P ZANNI,PEHUAJO,ARGENTINA,-35.846,-61.858000000000004
SAZR,SANTA ROSA,SANTA ROSA,ARGENTINA,-36.588,-64.275
SAZS,SAN CARLOS DE BARILOCHE,SAN CARLOS DE BARILOCH,ARGENTINA,-41.151,-71.157
SAZT,TANDIL,TANDIL,ARGENTINA,-37.236999999999995,-59.228
SAZV,VILLA GESELL,VILLA GESELL,ARGENTINA,-37.235,-57.028999999999996
SAZW,CUTRALCO,CUTRALCO,ARGENTINA,-38.939,-69.264
SAZY,AVIADOR C CAMPOS,SAN MARTIN DES ANDES,ARGENTINA,-40.075,-71.137
SBAA,UNKNOWN,CONCEICAO DO ARAGUAIA,BRAZIL,-8.347999999999999,-49.301
SBAF,CAMPO DELIO JARDIM DE MATTOS,RIO DE JANEIRO,BRAZIL,-22.875,-43.38399999999999
SBAM,AMAPA,AMAPA,BRAZIL,2.077,-50.861999999999995
SBAQ,ARARAQUARA,ARARACUARA,BRAZIL,-21.811999999999998,-48.133
SBAR,SANTA MARIA,ARACAJU,BRAZIL,-10.984000000000002,-37.07
SBAS,ASSIS,ASSIS,BRAZIL,-22.638,-50.456
SBAT,ALTA FLORESTA,ALTA FLORESTA,BRAZIL,-9.866,-56.106
SBAU,ARACATUBA,ARACATUBA,BRAZIL,-21.141,-50.425
SBAV,USINA PORTO PRIMAVERA,TEODORO SAMPAIO,BRAZIL,-22.526,-52.972
SBBE,VAL DE CAES,BELEM,BRAZIL,-1.379,-48.476000000000006
SBBG,COMANDANTE GUSTAVO KRAEMER,BAGE,BRAZIL,-31.39,-54.111999999999995
SBBH,PAMPULHA,BELO HORIZONTE,BRAZIL,-19.852,-43.95
SBBI,BACACHERI,CURITIBA,BRAZIL,-25.405,-49.232
SBBQ,MAJOR BRIGADEIRO DOORGAL BORGES,BARBACENA,BRAZIL,-21.267,-43.761
SBBR,PRESIDENTE JUSCELINO KUBITSCHEK,BRASILIA,BRAZIL,-15.862,-47.913000000000004
SBBU,BAURU,BAURU,BRAZIL,-22.345,-49.053999999999995
SBBV,BOA VISTA,BOA VISTA,BRAZIL,2.846,-60.69
SBBW,BARRA DO GARCAS,BARRA DO GARCAS,BRAZIL,-15.860999999999999,-52.388999999999996
SBCA,CASCAVEL,CASCAVEL,BRAZIL,-25.0,-53.501000000000005
SBCC,CACHIMBO,ITAITUBA,BRAZIL,-9.334,-54.965
SBCF,TANCREDO NEVES,BELO HORIZONTE,BRAZIL,-19.634,-43.968999999999994
SBCG,CAMPO GRANDE,CAMPO GRANDE,BRAZIL,-20.469,-54.672
SBCH,CHAPECO,CHAPECO,BRAZIL,-27.134,-52.656000000000006
SBCI,CAROLINA,CAROLINA,BRAZIL,-7.32,-47.458999999999996
SBCM,FORQUILHINHA,CRICIUMA,BRAZIL,-28.726,-49.425
SBCO,CANOAS,PORTO ALEGRE,BRAZIL,-29.945999999999998,-51.144
SBCP,BARTOLOMEU LISANDRO,CAMPOS,BRAZIL,-21.698,-41.302
SBCR,CORUMBA INTERNATIONAL,CORUMBA,BRAZIL,-19.012,-57.673
SBCT,AFONSO PENA,CURITIBA,BRAZIL,-25.528000000000002,-49.176
SBCV,CARAVELAS,CARAVELAS,BRAZIL,-17.652,-39.253
SBCX,CAMPO DOS BUGRES,CAXIAS DO SUL,BRAZIL,-29.197,-51.188
SBCY,MARECHAL RONDON,CUIABA,BRAZIL,-15.652999999999999,-56.117
SBCZ,CRUZEIRO DO SUL,CRUIZIRO DO SUL,BRAZIL,-7.6,-72.76899999999999
SBDN,PRESIDENTE PRUDENTE,PRESIDENT PRUDENTE,BRAZIL,-22.175,-51.424
SBEG,EDUARDO GOMES INTERNATIONAL,MANAUS,BRAZIL,-3.0389999999999997,-60.05
SBEK,JACAREACANGA,JACARE-ACANGA,BRAZIL,-6.233,-57.777
SBES,SAO PEDRO DA ALDEIA,SAO PEDRO DA ALDEIA,BRAZIL,-22.813000000000002,-42.093
SBFC,FRANCA,FRANCA,BRAZIL,-20.592,-47.383
SBFI,CATARATAS INTERNATIONAL,FOZ DO IGUACU,BRAZIL,-25.596,-54.486999999999995
SBFL,HERCILIO LUZ,FLORIANOPOLIS,BRAZIL,-27.671999999999997,-48.548
SBFN,FERNANDO DE NORONHA,FERNANDO DO NORONHA,BRAZIL,-3.855,-32.423
SBFT,FRONTEIRA,FRONTEIRA,BRAZIL,-20.278,-49.187
SBFU,FURNAS,ALPINOPOLIS,BRAZIL,-20.703000000000003,-46.335
SBFZ,PINTO MARTINS INTERNATIONAL,FORTALEZA,BRAZIL,-3.7760000000000002,-38.532
SBGL,GALEAO ANTONIO CARLOS JOBIM,RIO DE JANEIRO,BRAZIL,-22.809,-43.244
SBGM,GUAJARA MIRIM,GUAJARA-MIRIM,BRAZIL,-10.786,-65.285
SBGO,SANTA GENOVEVA,GOIANIA,BRAZIL,-16.631,-49.222
SBGR,GUARULHOS,SAO PAULO,BRAZIL,-23.432,-46.468999999999994
SBGS,PONTA GROSSA,PONTA GROSSA,BRAZIL,-25.184,-50.144
SBGW,GUARATINGUETA,GUARATINGUETA,BRAZIL,-22.791,-45.205
SBHT,ALTAMIRA,ALTAMIRA,BRAZIL,-3.2539999999999996,-52.254
SBIC,ITACOATIARA,ITAITUBA,BRAZIL,-3.127,-58.481
SBIH,ITAITUBA,ITAITUBA,BRAZIL,-4.242,-56.001000000000005
SBIL,ILHEUS,ILHEUS,BRAZIL,-14.815999999999999,-39.033
SBIP,USIMINAS,IPATINGA,BRAZIL,-19.471,-42.488
SBIT,HIDROELETRICA,ITUMBIARA,BRAZIL,-18.444000000000003,-49.213
SBIZ,IMPERATRIZ,IMPERATRIZ,BRAZIL,-5.531000000000001,-47.46
SBJC,JULIO CESAR,BELEM,BRAZIL,-1.4140000000000001,-48.461000000000006
SBJF,FRANCISCO DE ASSIS,JUIZ DE FORA,BRAZIL,-21.791,-43.387
SBJP,INTL. PRES. CASTRO PINTO,JOAO PESSOA,BRAZIL,-7.27,-35.896
SBJV,JOINVILLE,JOINVILLE,BRAZIL,-26.225,-48.797
SBKP,VIRACOPOS,CAMPINAS,BRAZIL,-23.008000000000003,-47.13399999999999
SBLJ,LAGES,LAJES,BRAZIL,-27.781999999999996,-50.281000000000006
SBLN,LINS,LINS,BRAZIL,-21.664,-49.73
SBLO,LONDRINA,LONDRINA,BRAZIL,-23.334,-51.13
SBLP,BOM JESUS DA LAPA,BOM JESUS DA LAPA,BRAZIL,-13.262,-43.408
SBLS,LAGOA SANTA,LAGOA SANTA,BRAZIL,-19.660999999999998,-43.896
SBMA,MARABA,MARABA,BRAZIL,-5.367999999999999,-49.138000000000005
SBMD,MONTE DOURADO,ALMEIRIM,BRAZIL,-0.89,-52.602
SBMG,MARINGA,MARINGA,BRAZIL,-23.44,-51.907
SBMK,MONTES CLAROS,MONTES CLAROS,BRAZIL,-16.707,-43.818999999999996
SBML,MARILIA,MARILIA,BRAZIL,-22.197,-49.926
SBMN,PONTA PELADA,MANAUS,BRAZIL,-3.1460000000000004,-59.986000000000004
SBMO,ZUMBI DOS PALMARES,MACEIO,BRAZIL,-9.51,-35.793
SBMQ,MACAPA,MACAPA,BRAZIL,0.051,-51.071999999999996
SBMS,DIX SEPT ROSADO,MOCORD,BRAZIL,-5.202000000000001,-37.364000000000004
SBMT,MARTE,SAO PAULO,BRAZIL,-23.509,-46.638000000000005
SBMY,MANICORE,MANICORE,BRAZIL,-5.811,-61.278999999999996
SBNF,NAVEGANTES ITAJAI,NAVEGANTES,BRAZIL,-26.88,-48.651
SBNM,SANTO ANGELO,SANTO ANGELO,BRAZIL,-28.281999999999996,-54.169
SBNT,AUGUSTO SEVERO,NATAL,BRAZIL,-5.9110000000000005,-35.248000000000005
SBOI,OIAPOQUE,OIOIAPOQUE,BRAZIL,3.855,-51.797
SBPA,SALGADO FILHO,PORTO ALEGRE,BRAZIL,-29.994,-51.17100000000001
SBPB,PARNAIBA,PARNAIBA,BRAZIL,-2.8939999999999997,-41.732
SBPC,POCOS DE CALDAS,POCOS DE CALDAS,BRAZIL,-21.843000000000004,-46.568000000000005
SBPF,LAURO KURTZ,PASSO FUNDO,BRAZIL,-28.244,-52.326
SBPK,PELOTAS,PELOTAS,BRAZIL,-31.718000000000004,-52.328
SBPL,PETROLINA,PETROLINA,BRAZIL,-9.363999999999999,-40.564
SBPN,PORTO NACIONAL,PORTO NACIONAL,BRAZIL,-10.719000000000001,-48.4
SBPP,PONTA PORA,PONTA PORA,BRAZIL,-22.549,-55.703
SBPV,GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA,PORTO VELHO,BRAZIL,-8.709,-63.902
SBQV,VITORIA DA CONQUISTA,VITORIA DA CONQUISTA,BRAZIL,-14.862,-40.863
SBRB,PRESIDENTE MEDICI,RIO BRANCO,BRAZIL,-9.869,-67.89399999999999
SBRF,GUARARAPES,RECIFE,BRAZIL,-8.126,-34.923
SBRG,RIO GRANDE,RIO GRANDE,BRAZIL,-32.083,-52.166000000000004
SBRJ,SANTOS DUMONT,RIO DE JANEIRO,BRAZIL,-22.91,-43.163000000000004
SBRP,LEITE LOPES,RIBEIRAO PRETO,BRAZIL,-21.134,-47.773999999999994
SBSC,SANTA CRUZ,RIO DE JANEIRO,BRAZIL,-22.932,-43.718999999999994
SBSJ,SAO JOSE DOS CAMPOS,SAO JOSE DOS CAMPOS,BRAZIL,-23.229,-45.861000000000004
SBSL,MARECHAL CUNHA MACHADO,SAO LUIS,BRAZIL,-2.589,-44.236000000000004
SBSM,SANTA MARIA,SANTAREM,BRAZIL,-29.711,-53.688
SBSP,CONGONHAS,SAO PAULO,BRAZIL,-23.627,-46.655
SBSR,SAO JOSE DO RIO PRETO,SAO JOSE DO RIO PRETO,BRAZIL,-20.816,-49.406000000000006
SBST,SANTOS AIR BASE,SANTOS,BRAZIL,-23.925,-46.288000000000004
SBSV,DEPUTADO LUIS EDUARDO MAGALHAES,SALVADOR,BRAZIL,-12.911,-38.330999999999996
SBTB,TROMBETAS,ORIXIMINA,BRAZIL,-1.489,-56.397
SBTE,SENADOR PETRONIO PORTELLA,TERESINA,BRAZIL,-5.06,-42.823
SBTF,TEFE,TEFE,BRAZIL,-3.383,-64.72399999999999
SBTK,TARAUACA,TARAUACA,BRAZIL,-8.155,-70.783
SBTL,TELEMACO BORBA,TELEMACO BORBA,BRAZIL,-24.316999999999997,-50.651
SBTS,TIRIOS,OBIDOS TIRIOS,BRAZIL,2.2230000000000003,-55.946000000000005
SBTT,TABATINGA,TABATINGA,BRAZIL,-4.256,-69.936
SBTU,TUCURUI,TUCURUI,BRAZIL,-3.785,-49.718999999999994
SBUA,SAO GABRIEL DA CACHOEIRA,SAO GABRIEL,BRAZIL,-0.14800000000000002,-66.986
SBUF,PAULO AFONSO,PAULO ALFONSO,BRAZIL,-9.401,-38.251
SBUG,RUBEM BERTA,URUGUAIANA,BRAZIL,-29.781999999999996,-57.038000000000004
SBUL,UBERLANDIA,UBERLANDIA,BRAZIL,-18.883,-48.226000000000006
SBUP,URUBUPUNGA,CASTILHO,BRAZIL,-20.776999999999997,-51.565
SBUR,UBERABA,UBERABA,BRAZIL,-19.765,-47.965
SBVG,MAJOR BRIGADEIRO TROMPOWSKY,VARGINHA,BRAZIL,-21.59,-45.473
SBVH,VILHENA,VILHENA,BRAZIL,-12.694,-60.098
SBVT,GOIABEIRAS,VITORIA,BRAZIL,-20.256,-40.289
SBYA,IAUARETE,IAUARETE,BRAZIL,0.607,-69.186
SBYS,CAMPO FONTENELLE,PIRACUNUNGA,BRAZIL,-21.985,-47.338
SCAC,PUPELDE,ANCUD,CHILE,-41.906000000000006,-73.797
SCAP,ALTO PALENA,ALTO PALENA,CHILE,-43.615,-71.807
SCAR,CHACALLUTA,ARICA,CHILE,-18.348,-70.339
SCBA,BALMACEDA,BALMACEDA,CHILE,-45.916000000000004,-71.689
SCBQ,EL BOSQUE,SANTIAGO,CHILE,-33.562,-70.688
SCCC,CHILE CHICO,CHILE CHICO,CHILE,-46.582,-71.69800000000001
SCCF,EL LOA,CALAMA,CHILE,-22.499000000000002,-68.904
SCCH,GENERAL BERNARDO O HIGGINS,CHILLAN,CHILE,-36.583,-72.032
SCCI,CARLOS IBANEZ DEL CAMPO INTERNATIONAL,PUNTA ARENAS,CHILE,-53.003,-70.855
SCCY,TENIENTE VIDAL,COYHAIQUE,CHILE,-45.593999999999994,-72.10600000000001
SCDA,DIEGO ARACENA INTERNATIONAL,IQUIQUE,CHILE,-20.535,-70.181
SCEL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,-33.393,-70.786
SCFA,CERRO MORENO INTERNATIONAL,ANTOFAGASTA,CHILE,-23.444000000000003,-70.445
SCFM,CAPITAN FUENTES MARTINEZ,PORVENIR,CHILE,-53.254,-70.319
SCGE,MARIA DOLORES,LOS ANGELES,CHILE,-37.402,-72.426
SCGZ,GUARDIAMARINA ZANARTU,PUERTO WILLIAMS,CHILE,-54.931000000000004,-67.626
SCHA,CHAMONATE,COPIAPO,CHILE,-27.296,-70.414
SCIC,GENERAL FREIRE,CURICO,CHILE,-34.967,-71.217
SCIE,CARRIEL SUR INTERNATIONAL,CONCEPCION,CHILE,-36.773,-73.063
SCIP,MATAVERI INTERNATIONAL,EASTER ISLAND,CHILE,-27.165,-109.42200000000001
SCJO,CANAL BAJO CARLOS HOTT SIEBERT,OSORNO,CHILE,-40.611,-73.06
SCLL,VALLENAR,VALLENAR,CHILE,-28.598000000000003,-70.759
SCRG,DE LA INDEPENDENCIA,RANCAGUA,CHILE,-34.174,-70.77600000000001
SCRM,TENIENTE RODOLFO MARSH MARTIN,ISLA REY JORGE,ANTARCTICA,-62.191,-58.986999999999995
SCSE,LA FLORIDA,LA SERENA,CHILE,-29.916,-71.191
SCSN,SANTO DOMINGO,SANTO DOMINGO,CHILE,-33.657,-71.616
SCST,GAMBOA,CASTRO,CHILE,-42.49100000000001,-73.774
SCTB,EULOGIO SANCHEZ,SANTIAGO,CHILE,-33.455999999999996,-70.547
SCTC,MAQUEHUE,TEMUCO,CHILE,-38.769,-72.63600000000001
SCTE,EL TEPUAL INTERNATIONAL,PUERTO MONTT,CHILE,-41.43899999999999,-73.094
SCTI,LOS CERRILLOS,SANTIAGO,CHILE,-33.493,-70.69800000000001
SCTN,CHAITEN,CHAITEN,CHILE,-42.933,-72.699
SCVD,PICHOY,VALDIVIA,CHILE,-39.65,-73.086
SEAM,CHACHOAN,AMBATO,ECUADOR,-1.212,-78.574
SECM,HACIENDA CLEMENTINA,CLEMENTIA,ECUADOR,-1.706,-79.37899999999999
SECO,FRANCISCO DE ORELLANA,COCA,ECUADOR,-0.46299999999999997,-76.986
SECU,MARISCAL LAMAR,CUENCA,ECUADOR,-2.889,-78.984
SEGS,SEYMOUR,GALAPAGOS,GALAPAGOS I. (ECUADOR,-0.45399999999999996,-90.266
SEGU,SIMON BOLIVAR INTERNATIONAL,GUAYAQUIL,ECUADOR,-2.158,-79.884
SEGZ,GUALAQUIZA,GUALAQUIZA,ECUADOR,-3.423,-78.57300000000001
SEIB,ATAHUALPA,IBARRA,ECUADOR,0.33799999999999997,-78.13600000000001
SELA,LAGO AGRIO,LAGO AGRIO,ECUADOR,0.092,-76.869
SELJ,HACIENDA LA JULIA,LA JULIA,ECUADOR,-1.704,-79.55199999999999
SELM,LOMA LARGA,LOMA LARGA,ECUADOR,-1.501,-79.48100000000001
SELT,COTOPAXI INTERNATIONAL,LATACUNGA,ECUADOR,-0.907,-78.616
SEMA,J M VELASCO IBARRA,MACARA,ECUADOR,-4.38,-79.941
SEMC,MACAS,MACAS,ECUADOR,-2.299,-78.12100000000001
SEMH,GENERAL SERRANO,MACHALA,ECUADOR,-3.2689999999999997,-79.962
SEMO,EL CARMEN,MONTALVO,ECUADOR,-2.0669999999999997,-76.975
SEMT,ELOY ALFARO INTERNATIONAL,MANTA,ECUADOR,-0.946,-80.678
SEMX,MARAGROSA,MARAGROSA,ECUADOR,-2.8510000000000004,-79.804
SEMY,MARTINICA,MARTINICA,ECUADOR,-1.74,-79.622
SEPD,PEDERNALES,PEDERNALES,ECUADOR,0.073,-80.05199999999999
SEPV,REALES TAMARINDOS,PORTOVIEJO,ECUADOR,-1.041,-80.472
SEQU,MARISCAL SUCRE INTERNATIONAL,QUITO,ECUADOR,-0.141,-78.488
SERB,CHIMBORAZO,RIOBAMBA,ECUADOR,-1.6540000000000001,-78.656
SERO,VICTOR LARREA,SANTA ROSA,ECUADOR,-3.435,-79.97800000000001
SESA,GENERAL ULPIANO PAEZ,SALINAS,ECUADOR,-2.205,-80.98899999999999
SESD,SANTO DOMINGO LOS COLORADOS,SANTO DOMINGO,ECUADOR,-0.248,-79.214
SEST,SAN CRISTOBAL,SAN CRISTOBAL,ECUADOR,-0.91,-89.616
SETA,TAURA,TAURA,ECUADOR,-2.261,-79.689
SETE,MAYOR GALO TORRES,TENA,ECUADOR,-0.987,-77.819
SETR,TARAPOA,TARAPOA,ECUADOR,-0.12300000000000001,-76.337
SETU,EL ROSAL TENIENTE MANTILLA,TULCAN,ECUADOR,0.809,-77.708
SFAL,STANLEY,STANLEY,FALKLAND ISLANDS,-51.68600000000001,-57.777
SGAS,SILVIO PETTIROSSI INTERNATIONAL,ASUNCION,PARAGUAY,-25.24,-57.519
SGAY,JUAN DE AYOLAS,AYOLAS,PARAGUAY,-27.371,-56.854
SGCO,TENIENTE COL CARMELO PERALTA,CONCEPTION,PARAGUAY,-23.441999999999997,-57.427
SGFI,FILADELFIA,FILADELFIA,PARAGUAY,-22.36,-60.053999999999995
SGIB,ITAIPU,ITAIPU,PARAGUAY,-25.406999999999996,-54.619
SGME,DR LUIS MARIA ARGANA INTERNATIONAL,MARISCAL ESTIGARRIBIA,PARAGUAY,-22.045,-60.622
SGPI,CARLOS MIGUEL JIMENEZ,PILAR,PARAGUAY,-26.881,-58.318000000000005
SKAR,EL EDEN,ARMENIA,COLOMBIA,4.454,-75.765
SKAS,TRES DE MAYO,PUERTO ASIS,COLOMBIA,0.505,-76.501
SKBC,LAS FLORES,EL BANCO,COLOMBIA,9.045,-73.975
SKBG,PALONEGRO,BUCARAMANGA,COLOMBIA,7.126,-73.185
SKBO,ELDORADO INTERNATIONAL,BOGOTA,COLOMBIA,4.7010000000000005,-74.14699999999999
SKBQ,ERNESTO CORTISSOZ,BARRANQUILLA,COLOMBIA,10.889000000000001,-74.781
SKBS,JOSE CELESTINO MUTIS,BAHIA SOLANO,COLOMBIA,6.202999999999999,-77.39399999999999
SKBU,GERARDO TOBAR LOPEZ,BUENAVENTURA,COLOMBIA,3.819,-76.99
SKCC,CAMILO DAZA,CUCUTA,COLOMBIA,7.928,-72.51100000000001
SKCD,MANDINGA,CONDOTO,COLOMBIA,5.072,-76.676
SKCG,RAFAEL NUNEZ,CARTAGENA,COLOMBIA,10.442,-75.513
SKCL,ALFONSO BONILLA ARAGON INTERNATIONAL,CALI,COLOMBIA,3.543,-76.381
SKCO,LA FLORIDA,TUMACO,COLOMBIA,1.814,-78.749
SKCZ,LAS BRUJAS,COROZAL,COLOMBIA,9.332,-75.286
SKEJ,YARIGUIES,BARRANCABERMEJA,COLOMBIA,7.024,-73.807
SKFL,GUSTAVO ARTUNDUAGA PAREDES,FLORENCIA,COLOMBIA,1.59,-75.564
SKGI,SANTIAGO VILA,GIRARDOT,COLOMBIA,4.276,-74.797
SKGO,SANTA ANA,CARTAGO,COLOMBIA,4.758,-75.956
SKGP,GUAPI,GUAPI,COLOMBIA,2.57,-77.898
SKGY,GUAYMARAL,GUAYMARAL,COLOMBIA,4.812,-74.065
SKIB,PERALES,IBAGUE,COLOMBIA,4.421,-75.133
SKIP,SAN LUIS,IPIALES,COLOMBIA,0.862,-77.672
SKLC,ANTONIO ROLDAN BETANCOURT,CAREPA,COLOMBIA,7.812,-76.71600000000001
SKLM,LA MINA,LA MINA,COLOMBIA,11.232000000000001,-72.49
SKLT,ALFREDO VASQUEZ COBO,LETICIA,COLOMBIA,-4.1930000000000005,-69.943
SKMD,OLAYA HERRERA,MEDELLIN,COLOMBIA,6.22,-75.59100000000001
SKMG,BARACOA,MAGANGUE,COLOMBIA,9.283,-74.839
SKMR,LOS GARZONES,MONTERIA,COLOMBIA,8.824,-75.82600000000001
SKMU,FABIO ALBERTO LEON BENTLEY,MITU,COLOMBIA,1.254,-70.234
SKMZ,LA NUBIA,MANIZALES,COLOMBIA,5.03,-75.465
SKNV,BENITO SALAS,NEIVA,COLOMBIA,2.95,-75.294
SKOC,AGUAS CLARAS,OCANA,COLOMBIA,8.315,-73.358
SKOT,OTU,OTU,COLOMBIA,7.01,-74.715
SKPB,PUERTO BOLIVAR,PUERTO BOLIVAR,COLOMBIA,12.220999999999998,-71.985
SKPC,PUERTO CARRENO,PUERTO CARRENO,COLOMBIA,6.184,-67.493
SKPE,MATECANA,PEREIRA,COLOMBIA,4.813,-75.73899999999999
SKPI,PITALITO,PITALITO,COLOMBIA,1.858,-76.086
SKPP,GUILLERMO LEON VALENCIA,POPAYAN,COLOMBIA,2.454,-76.61
SKPS,ANTONIO NARINO,PASTO,COLOMBIA,1.396,-77.291
SKPV,EL EMBRUJO,PROVIDENCIA,COLOMBIA,13.357000000000001,-81.358
SKQU,MARIQUITA,MARIQUITA,COLOMBIA,5.212999999999999,-74.884
SKRG,JOSE MARIA CORDOVA,RIO NEGRO,COLOMBIA,6.164,-75.423
SKRH,ALMIRANTE PADILLA,RIO HACHA,COLOMBIA,11.526,-72.926
SKSA,LOS COLONIZADORES,SARAVENA,COLOMBIA,6.957999999999999,-71.855
SKSJ,JORGE E GONZALEZ TORRES,SAN JOSE DEL GUAVIARE,COLOMBIA,2.5789999999999997,-72.639
SKSM,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,11.119000000000002,-74.23100000000001
SKSP,GUSTAVO ROJAS PINILLA,SAN ANDRES ISLAND,COLOMBIA,12.583,-81.711
SKSV,EDUARDO FALLA SOLANO,SAN VINCENTE DE CAGUAN,COLOMBIA,2.1519999999999997,-74.766
SKTD,TRINIDAD,TRINIDAD,COLOMBIA,5.43,-71.658
SKTM,TAME,TAME,COLOMBIA,6.4510000000000005,-71.76
SKTU,GONZALO MEJIA,TURBO,COLOMBIA,8.074,-76.741
SKUC,SANTIAGO PEREZ,ARAUCA,COLOMBIA,7.069,-70.737
SKUI,EL CARANO,QUIBDO,COLOMBIA,5.691,-76.641
SKUL,FARFAN,TULUA,COLOMBIA,4.088,-76.235
