ICAO_Code,Airport_Name,City_Town,Country,Latitude_Decimal_Degrees,Longitude_Decimal_Degrees
HCMB,BAIDOA,BAIDOA,SOMALIA,3.0989999999999998,43.623999999999995
HCMH,HARGEISA,HARGEISA,SOMALIA,9.517999999999999,44.089
HCMI,BERBERA,BERBERA,SOMALIA,10.389000000000001,44.941
HCMK,KISIMAYU,KISMAYU,SOMALIA,-0.377,42.458999999999996
HCMM,MOGADISHU,MOGADISHU,SOMALIA,2.0140000000000002,45.305
HEAR,EL ARISH INTERNATIONAL,EL ARISH,EGYPT,31.073,33.836
HEAT,ASYUT INTERNATIONAL,ASYUT,EGYPT,27.046,31.011999999999997
HEAX,ALEXANDRIA INTERNATIONAL,ALEXANDRIA,EGYPT,31.184,29.949
HEBL,ABU SIMBEL,ABU SIMBEL,EGYPT,22.375999999999998,31.612
HECA,CAIRO INTERNATIONAL,CAIRO,EGYPT,30.122,31.406
HECW,CAIRO WEST,CAIRO,EGYPT,30.116,30.915
HEEM,EMBABA,EMBABA,EGYPT,30.074,31.191999999999997
HEGN,HURGHADA INTERNATIONAL,HURGHADA,EGYPT,27.184,33.798
HEGR,EL GORA,EL-GORA,EGYPT,31.069000000000003,34.129
HELX,LUXOR INTERNATIONAL,LUXOR,EGYPT,25.671,32.705999999999996
HEMM,MERSA MATRUH,MERSA-MATRUH,EGYPT,31.325,27.221999999999998
HEPS,PORT SAID,PORT SAID,EGYPT,31.279,32.24
HESC,ST CATHERINE INTERNATIONAL,ST. CATHERINE,EGYPT,28.685,34.063
HESN,ASWAN INTERNATIONAL,ASWAN,EGYPT,23.964000000000002,32.82
HETR,EL TOR,EL-TOR,EGYPT,28.209,33.645
HKEL,ELDORET INTERNATIONAL,ELDORET,KENYA,0.40399999999999997,35.238
HKGA,GARISSA,GARISSA,KENYA,-0.46299999999999997,39.648
HKIS,ISIOLO,ISIOLO,KENYA,0.33899999999999997,37.591
HKKG,KAKAMEGA,KAKAMEGA,KENYA,0.271,34.787
HKKI,KISUMU,KISUMU,KENYA,-0.086,34.729
HKKT,KITALE,KITALE,KENYA,0.972,34.958
HKLK,LOKICHOGGIO,LOKICHOGGIO,KENYA,4.204,34.348
HKLO,LODWAR,LODWAR,KENYA,3.122,35.609
HKLU,LAMU MANDA,LAMU,KENYA,-2.252,40.913000000000004
HKLY,LOYENGALANI,LOYANGALANI,KENYA,2.763,36.718
HKMA,MANDERA,MANDERA,KENYA,3.9339999999999997,41.843999999999994
HKMB,MARSABIT,MARSABIT,KENYA,2.345,37.999
HKMK,MULIKA,MERU,KENYA,0.23,38.17
HKML,MALINDI,MALINDI,KENYA,-3.2289999999999996,40.102
HKMO,MOI INTERNATIONAL,MOMBASA,KENYA,-4.035,39.594
HKMY,MOYALE LOWER,MOYALE LOWER,KENYA,3.47,39.101
HKNI,NYERI,NYERI,KENYA,-0.369,36.98
HKNV,NAIVASHA,NAIVASHA,KENYA,-0.7879999999999999,36.433
HKNW,NAIROBI WILSON,NAIROBI,KENYA,-1.3219999999999998,36.815
HKNY,NANYUKI,NANYUKI,KENYA,-0.061,37.039
HKRE,NAIROBI EASTLEIGH,NAIROBI,KENYA,-1.2770000000000001,36.861999999999995
HKWJ,WAJIR,WAJIR,KENYA,1.733,40.091
HLFL,BU ATTIFEL,BUATTIFEL,LIBYA,28.795,22.081
HLGL,WAREHOUSE 59E,GIALLO,LIBYA,28.638,21.438000000000002
HLGT,GHAT,GHAT,LIBYA,25.146,10.142999999999999
HLKF,KUFRA,KUFRA,LIBYA,24.179000000000002,23.314
HLLB,BENINA,BENGHAZI,LIBYA,32.097,20.269000000000002
HLLQ,EL BEIDA,EL BEIDA,LIBYA,32.789,21.964000000000002
HLLS,SEBHA,SEBHA,LIBYA,26.987,14.472999999999999
HLLT,TRIPOLI INTERNATIONAL,TRIPOLI,LIBYA,32.663000000000004,13.159
HLMB,MARSA BREGA,MARSA BREGA,LIBYA,30.378,19.576
HLNF,RAS LANUF OIL,RAS LANOUF V 40,LIBYA,30.5,18.527
HLON,HON,HON,LIBYA,29.11,15.966
HLRA,DAHRA,DAHRA,LIBYA,29.47,17.930999999999997
HLTD,GHADAMES EAST,GHADAMES,LIBYA,30.151999999999997,9.715
HLZA,ZELLA 74,ZELLA 74,LIBYA,28.59,17.294
HRYG,GISENYI,GISENYI,RWANDA,-1.6769999999999998,29.259
HRYR,KIGALI INTERNATIONAL,KIGALI,RWANDA,-1.969,30.139
HRZA,KAMEMBE,KAMEMBE,RWANDA,-2.4619999999999997,28.908
HSDN,DONGOLA,DONGOLA,SUDAN,19.154,30.43
HSDZ,DAMAZIN,DAMAZIN,SUDAN,11.786,34.336
HSFS,EL FASHER,EL FASHER,SUDAN,13.615,25.325
HSKA,KASSALA,KASSALA,SUDAN,15.386,36.328
HSNL,NYALA,NYALA,SUDAN,12.054,24.955
HSOB,EL OBEID,EL OBEID,SUDAN,13.152999999999999,30.232
HSSJ,JUBA,JUBA,SUDAN,4.872,31.601
HSSM,MALAKAL,MALAKAL,SUDAN,9.559,31.651999999999997
HSSP,PORT SUDAN,PORT SUDAN,SUDAN,19.576,37.216
HSSS,KHARTOUM,KHARTOUM,SUDAN,15.589,32.553000000000004
HSWW,WAU,WAU,SUDAN,7.726,27.979
HTAR,ARUSHA,ARUSHA,TANZANIA,-3.3680000000000003,36.633
HTDA,DAR ES SALAAM,DAR ES SALAAM,TANZANIA,-6.877999999999999,39.203
HTDO,DODOMA,DODOMA,TANZANIA,-6.17,35.751999999999995
HTIR,IRINGA,IRINGA,TANZANIA,-7.669,35.751999999999995
HTKJ,KILIMANJARO INTERNATIONAL,KILIMANJARO,TANZANIA,-3.429,37.074
HTLM,LAKE MANYARA,LAKE MANYARA,TANZANIA,-3.3760000000000003,35.818000000000005
HTMD,MWADUI,MWADUI,TANZANIA,-3.514,33.619
HTMS,MOSHI,MOSHI,TANZANIA,-3.363,37.323
HTMT,MTWARA,MTWARA,TANZANIA,-10.339,40.181999999999995
HTMW,MWANZA,MWANZA,TANZANIA,-2.444,32.931999999999995
HTNG,NGERENGERE,NGERENGERE,TANZANIA,-6.7170000000000005,38.154
HTPE,PEMBA,PEMBA,TANZANIA,-5.257000000000001,39.811
HTTG,TANGA,TANGA,TANZANIA,-5.092,39.071
HTZA,ZANZIBAR,ZANZIBAR,TANZANIA,-6.222,39.225
HUEN,ENTEBBE INTERNATIONAL,ENTEBBE,UGANDA,0.042,32.443000000000005
HUGU,GULU,GULU,UGANDA,2.806,32.272
HUSO,SOROTI,SOROTI,UGANDA,1.7280000000000002,33.623000000000005
KABI,ABILENE RGNL,ABILENE,USA,32.411,-99.682
KACK,NANTUCKET MEM,NANTUCKET,USA,41.253,-70.06
KACT,WACO RGNL,WACO,USA,31.611,-97.23
KACY,ATLANTIC CITY INTERNATIONAL,ATLANTIC CITY,USA,39.458,-74.577
KADM,ARDMORE MUNI,ARDMORE,USA,34.303000000000004,-97.01899999999999
KADW,ANDREWS AFB,CAMP SPRINGS,USA,38.811,-76.867
KAEX,ALEXANDRIA INTERNATIONAL,ALEXANDRIA,USA,31.326999999999998,-92.54799999999999
KAGS,AUGUSTA RGNL AT BUSH FLD,BUSH FIELD,USA,33.37,-81.964
KAKR,AKRON FULTON INTERNATIONAL,AKRON,USA,41.038000000000004,-81.467
KALB,ALBANY INTERNATIONAL,ALBANY,USA,42.748000000000005,-73.803
KALI,ALICE INTERNATIONAL,ALICE,USA,27.741,-98.027
KAMA,AMARILLO INTERNATIONAL,AMARILLO,USA,35.219,-101.706
KANB,ANNISTON METROPOLITAN,ANNISTON,USA,33.588,-85.85799999999999
KAND,ANDERSON RGNL,ANDERSEN,USA,34.495,-82.709
KAOO,ALTOONA BLAIR CO,ALTOONA,USA,40.296,-78.32
KAPG,PHILLIPS AAF,ABERDEEN,USA,39.466,-76.169
KARA,ACADIANA REGIONAL,LOUISIANA,USA,30.038,-91.884
KART,WATERTOWN INTERNATIONAL,WATERTOWN,USA,43.992,-76.02199999999999
KATL,THE WILLIAM B HARTSFIELD ATLANTA INTERNATIONAL,ATLANTA,USA,33.64,-84.427
KAUG,AUGUSTA STATE,AUGUSTA,USA,44.321000000000005,-69.797
KAUS,AUSTIN BERGSTROM INTERNATIONAL,AUSTIN,USA,30.194000000000003,-97.67
KBAB,BEALE AFB,MARYSVILLE,USA,39.135999999999996,-121.436
KBAD,BARKSDALE AFB,SHREVEPORT,USA,32.501999999999995,-93.663
KBCT,BOCA RATON,BOCA RATON,USA,26.378,-80.107
KBDE,BAUDETTE INTERNATIONAL,BAUDETTE,USA,48.728,-94.61200000000001
KBDL,BRADLEY INTERNATIONAL,WINDSOR LOCKS,USA,41.93899999999999,-72.683
KBDR,IGOR I SIKORSKY MEM,STRATFORD,USA,41.163000000000004,-73.126
KBED,LAURENCE G HANSCOM FLD,BEDFORD,USA,42.47,-71.289
KBFI,BOEING FLD KING CO INTERNATIONAL,SEATTLE,USA,47.53,-122.302
KBFL,MEADOWS FLD,BAKERSFIELD,USA,35.433,-119.057
KBFM,MOBILE DOWNTOWN,MOBILE,USA,30.625999999999998,-88.068
KBGR,BANGOR INTERNATIONAL,BANGOR,USA,44.806999999999995,-68.828
KBHM,BIRMINGHAM INTERNATIONAL,BIRMINGHAM,USA,33.563,-86.75299999999999
KBIF,BIGGS AAF,EL PASO,USA,31.849,-106.38
KBIX,KEESLER AFB,BILOXI,USA,30.410999999999998,-88.92399999999999
KBKF,BUCKLEY AFB,BUCKLEY,USA,39.702,-104.751
KBLI,BELLINGHAM INTERNATIONAL,BELLINGHAM,USA,48.792,-122.537
KBLV,SCOTT AFB MIDAMERICA,BELLEVILLE,USA,38.545,-89.835
KBNA,NASHVILLE INTERNATIONAL,NASHVILLE,USA,36.124,-86.678
KBOI,BOISE AIR TERMINAL,BOISE,USA,43.56399999999999,-116.223
KBOS,GENERAL EDWARD LAWRENCE LOGAN INTERNATIONAL,BOSTON,USA,42.364,-71.005
KBPT,SOUTHEAST TEXAS RGNL,BEAUMONT,USA,29.951,-94.021
KBRO,BROWNSVILLE SOUTH PADRE ISLAND INTERNATIONAL,BROWNSVILLE,USA,25.906999999999996,-97.426
KBTR,BATON ROUGE METRO RYAN FLD,BATON ROUGE,USA,30.533,-91.149
KBTV,BURLINGTON INTERNATIONAL,BURLINGTON,USA,44.472,-73.153
KBUF,BUFFALO NIAGARA INTERNATIONAL,BUFFALO,USA,42.94,-78.732
KBUR,BURBANK GLENDALE PASADENA,BURBANK,USA,34.201,-118.359
KBWI,BALTIMORE WASHINGTON INTERNATIONAL,BALTIMORE,USA,39.175,-76.668
KBYH,ARKANSAS INTERNATIONAL,BLYTHEVILLE,USA,35.964,-89.943
KBYS,BICYCLE LAKE AAF,FORT IRWIN,USA,35.28,-116.63
KCAE,COLUMBIA METROPOLITAN,COLOMBIA,USA,33.939,-81.119
KCAR,CARIBOU MUNI,CARIBOU,USA,46.871,-68.018
KCBM,COLUMBUS AFB,COLOMBUS,USA,33.644,-88.444
KCDC,CEDAR CITY RGNL,CEDAR CITY,USA,37.701,-113.09899999999999
KCDS,CHILDRESS MUNI,CHILDRESS,USA,34.434,-100.288
KCEF,WESTOVER ARB METROPOLITAN,CHICOPEE FALLS,USA,42.198,-72.53399999999999
KCEW,BOB SIKES,CRESTVIEW,USA,30.779,-86.522
KCFD,COULTER FLD,BRYAN,USA,30.715999999999998,-96.331
KCHA,LOVELL FLD,CHATTANOOGA,USA,35.035,-85.204
KCHS,CHARLESTON AFB INTERNATIONAL,CHARLESTON,USA,32.899,-80.04
KCIC,CHICO MUNI,CHICO,USA,39.795,-121.85799999999999
KCLE,CLEVELAND HOPKINS INTERNATIONAL,CLEVELAND,USA,41.412,-81.85
KCLL,EASTERWOOD FLD,COLLEGE STATION,USA,30.588,-96.36399999999999
KCLT,CHARLOTTE DOUGLAS INTERNATIONAL,CHARLOTTE,USA,35.214,-80.943
KCMH,PORT COLUMBUS INTERNATIONAL,COLUMBUS,USA,39.998000000000005,-82.89200000000001
KCNM,CAVERN CITY AIR TERMINAL,CARLSBAD,USA,32.336999999999996,-104.26299999999999
KCNW,TSTC WACO,WACO,USA,31.638,-97.074
KCOF,PATRICK AFB,COCO BEACH,USA,28.235,-80.61
KCOS,CITY OF COLORADO SPRINGS MUNI,COLORADO SPRINGS,USA,38.806,-104.7
KCOT,COTULLA LA SALLE CO,COTULLA,USA,28.458000000000002,-99.22
KCOU,COLUMBIA RGNL,COLUMBIA,USA,38.818000000000005,-92.219
KCPR,NATRONA CO INTERNATIONAL,CASPER,USA,42.908,-106.464
KCRP,CORPUS CHRISTI INTERNATIONAL,CORPUS CHRISTI,USA,27.77,-97.501
KCTB,CUT BANK MUNI,CUTBANK,USA,48.608000000000004,-112.376
KCVG,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL,CINCINNATI,USA,39.046,-84.662
KCVS,CANNON AFB,CLOVIS,USA,34.383,-103.322
KCXL,CALEXICO INTERNATIONAL,CALEXICO,USA,32.669000000000004,-115.51299999999999
KCXO,MONTGOMERY CO,CONROE,USA,30.351999999999997,-95.414
KCYS,CHEYENNE,CHEYENNE,USA,41.156000000000006,-104.81200000000001
KDAL,DALLAS LOVE FLD,DALLAS,USA,32.847,-96.852
KDAY,JAMES M COX DAYTON INTERNATIONAL,DAYTON,USA,39.902,-84.219
KDCA,RONALD REAGAN WASHINGTON NATIONAL,WASHINGTON,USA,38.852,-77.03699999999999
KDEN,DENVER INTERNATIONAL,DENVER,USA,39.858000000000004,-104.667
KDET,DETROIT CITY,DETROIT,USA,42.409,-83.01
KDFW,DALLAS FORT WORTH INTERNATIONAL,DALLAS-FORT WORTH,USA,32.896,-97.037
KDHN,DOTHAN RGNL,DOTHAN,USA,31.320999999999998,-85.449
KDHT,DALHART MUNI,DALHART,USA,36.023,-102.54700000000001
KDLF,LAUGHLIN AFB,DEL RIO,USA,29.359,-100.77799999999999
KDLH,DULUTH INTERNATIONAL,DULUTH,USA,46.842,-92.194
KDMA,DAVIS MONTHAN AFB,TUCSON,USA,32.166,-110.883
KDOV,DOVER AFB,DOVER,USA,39.13,-75.46600000000001
KDPA,DU PAGE,WEST CHICAGO,USA,41.908,-88.249
KDRI,BEAUREGARD PARISH,DERIDDER,USA,30.831999999999997,-93.34
KDRO,DURANGO LA PLATA CO,DURANGO,USA,37.150999999999996,-107.75399999999999
KDRT,DEL RIO INTERNATIONAL,DEL RIO,USA,29.373,-100.926
KDSM,DES MOINES INTERNATIONAL,DES MOINES,USA,41.534,-93.663
KDTW,DETROIT METRO WAYNE CO,DETROIT,USA,42.211999999999996,-83.353
KDUG,BISBEE DOUGLAS INTERNATIONAL,DOUGLAS,USA,31.469,-109.604
KDYS,DYESS AFB,ABILENE,USA,32.421,-99.854
KECG,ELIZABETH CITY CGAS RGNL,ELIZABETH CITY,USA,36.260999999999996,-76.17399999999999
KEDW,EDWARDS AFB,EDWARDS AFB,USA,34.905,-117.884
KEFD,ELLINGTON FLD,HOUSTON,USA,29.607,-95.15899999999999
KEGP,EAGLE PASS MUNI,EAGLE PASS,USA,28.7,-100.479
KEKN,ELKINS RANDOLPH CO JENNINGS RANDOLPH,ELKINS,USA,38.889,-79.857
KELD,SOUTH ARKANSAS RGNL AT GOODWIN FLD,EL DORADO,USA,33.221,-92.81299999999999
KELP,EL PASO INTERNATIONAL,EL PASO,USA,31.807,-106.37799999999999
KEND,VANCE AFB,ENID,USA,36.34,-97.916
KENV,WENDOVER,WENDOVER,USA,40.719,-114.031
KESF,ESLER RGNL,ALEXANDRIA,USA,31.395,-92.296
KEWN,CRAVEN CO RGNL,NEW BERN,USA,35.073,-77.043
KEWR,NEWARK LIBERTY INTERNATIONAL,NEWARK,USA,40.692,-74.169
KEYW,KEY WEST INTERNATIONAL,KEY WEST,USA,24.555999999999997,-81.759
KFAF,FELKER AAF,FORT EUSTIS,USA,37.133,-76.609
KFAT,FRESNO YOSEMITE INTERNATIONAL,FRESNO,USA,36.775999999999996,-119.71799999999999
KFCS,BUTTS AAF,FORT CARSON,USA,38.678000000000004,-104.756
KFFO,WRIGHT PATTERSON AFB,DAYTON,USA,39.826,-84.04799999999999
KFHU,SIERRA VISTA MUNI LIBBY AAF,FORT HUACHUCA,USA,31.588,-110.344
KFLL,FORT LAUDERDALE HOLLYWOOD INTERNATIONAL,FORT LAUDERDALE,USA,26.072,-80.153
KFLO,FLORENCE RGNL,FLORENCE,USA,34.185,-79.72399999999999
KFLV,SHERMAN AAF,FORT LEAVENWORTH,USA,39.368,-94.914
KFME,TIPTON,FORT MEADE,USA,39.085,-76.759
KFMH,OTIS ANGB,FALMOUTH,USA,41.658,-70.521
KFMN,FOUR CORNERS RGNL,FARMINGTON,USA,36.741,-108.23
KFMY,PAGE FLD,FORT MYERS,USA,26.586,-81.863
KFOD,FORT DODGE RGNL,FORT DODGE,USA,42.551,-94.193
KFOE,FORBES FLD,TOPEKA,USA,38.951,-95.664
KFOK,THE FRANCIS S GABRESKI,WEST HAMPTON BEACH,USA,40.844,-72.632
KFRI,MARSHALL AAF,FORT RILEY,USA,39.055,-96.764
KFSI,HENRY POST AAF,FORT SILL,USA,34.65,-98.402
KFSM,FORT SMITH RGNL,FORT SMITH,USA,35.336,-94.367
KFTK,GODMAN AAF,FORT KNOX,USA,37.907,-85.97200000000001
KFTW,FORT WORTH MEACHAM INTERNATIONAL,FORT WORTH,USA,32.82,-97.36200000000001
KFXE,FORT LAUDERDALE EXECUTIVE,FORT LAUDERDALE,USA,26.197,-80.171
KFYV,DRAKE FLD,FAYETTEVILLE,USA,36.005,-94.17
KGAG,GAGE,GAGE,USA,36.295,-99.77600000000001
KGCK,GARDEN CITY RGNL,GARDEN CITY,USA,37.927,-100.72399999999999
KGEG,SPOKANE INTERNATIONAL,SPOKANE,USA,47.62,-117.53399999999999
KGFK,GRAND FORKS INTERNATIONAL,GRAND FORKS,USA,47.949,-97.176
KGGG,EAST TEXAS RGNL,LONGVIEW,USA,32.385,-94.711
KGLS,SCHOLES INTERNATIONAL AT GALVESTON,GALVESTON,USA,29.265,-94.86
KGNT,GRANTS MILAN MUNI,GRANTS,USA,35.165,-107.90100000000001
KGNV,GAINESVILLE RGNL,GAINESVILLE,USA,29.69,-82.272
KGRB,AUSTIN STRAUBEL INTERNATIONAL,GREEN BAY,USA,44.485,-88.12899999999999
KGRF,GRAY AAF,FORT LEWIS,USA,47.07899999999999,-122.581
KGRK,ROBERT GRAY AAF,KILLEEN,USA,31.066999999999997,-97.829
KGRR,GERALD R FORD INTERNATIONAL,GRAND RAPIDS,USA,42.881,-85.523
KGSB,SEYMOUR JOHNSON AFB,GOLDSBORO,USA,35.339,-77.961
KGTB,WHEELER SACK AAF,FORT DRUM,USA,44.056000000000004,-75.719
KGTF,GREAT FALLS INTERNATIONAL,GREAT FALLS,USA,47.482,-111.37100000000001
KGUS,GRISSOM ARB,PERU,USA,40.648,-86.152
KGVT,MAJORS,GREENVILE,USA,33.068000000000005,-96.065
KGVW,RICHARDS GEBAUR MEMORIAL,GRANDVIEW,USA,38.843,-94.561
KGWO,GREENWOOD LEFLORE,GREENWOOD,USA,33.494,-90.084
KHBR,HOBART MUNI,HOBART,USA,34.991,-99.051
KHFD,HARTFORD BRAINARD,HARTFORD,USA,41.736000000000004,-72.65
KHHR,JACK NORTHROP FLD HAWTHORNE MUNI,HAWTHORNE,USA,33.923,-118.335
KHIB,CHISHOLM HIBBING,HIBBING,USA,47.386,-92.839
KHIF,HILL AFB,OGDEN,USA,41.123999999999995,-111.973
KHKY,HICKORY RGNL,HICKORY,USA,35.741,-81.389
KHLN,HELENA RGNL,HELENA,USA,46.607,-111.98299999999999
KHLR,HOOD AAF,FORT HOOD,USA,31.139,-97.714
KHMN,HOLLOMAN AFB,ALAMOGORDO,USA,32.852,-106.10600000000001
KHOB,LEA CO RGNL,HOBBS,USA,32.688,-103.21700000000001
KHON,HURON RGNL,HURON,USA,44.385,-98.228
KHOP,CAMPBELL AAF,HOPKINSVILLE,USA,36.668,-87.49600000000001
KHOU,WILLIAM P HOBBY,HOUSTON,USA,29.645,-95.279
KHPN,WESTCHESTER CO,WHITE PLAINS,USA,41.067,-73.707
KHRL,VALLEY INTERNATIONAL,HARLINGEN,USA,26.228,-97.654
KHRO,BOONE CO,HARRISON,USA,36.260999999999996,-93.155
KHRT,HURLBURT FLD,MARY ESTHER,USA,30.428,-86.689
KHST,HOMESTEAD ARB,HOMESTEAD,USA,25.488000000000003,-80.384
KHTL,ROSCOMMON CO,HOUGHTON LAKE,USA,44.36,-84.671
KHUA,REDSTONE AAF,REDSTONE,USA,34.679,-86.685
KHUF,TERRE HAUTE INTERNATIONAL HULMAN FLD,TERRE HAUTE,USA,39.451,-87.307
KHUL,HOULTON INTERNATIONAL,HOULTON,USA,46.123000000000005,-67.792
KHVR,HAVRE CITY CO,HAVRE,USA,48.543,-109.762
KHWO,NORTH PERRY,HOLLYWOOD,USA,26.000999999999998,-80.24
KIAB,MC CONNELL AFB,WICHITA,USA,37.623000000000005,-97.26700000000001
KIAD,WASHINGTON DULLES INTERNATIONAL,WASHINGTON,USA,38.944,-77.456
KIAG,NIAGARA FALLS INTERNATIONAL,NIAGARA FALLS,USA,43.107,-78.946
KIAH,GEORGE BUSH INTCNTL HOUSTON,HOUSTON,USA,29.98,-95.34
KICT,WICHITA MID CONTINENT,WICHITA,USA,37.65,-97.43299999999999
KIKK,GREATER KANKAKEE,KANKAKEE,USA,41.071000000000005,-87.846
KIKR,ALBUQUERQUE INTERNATIONAL SUNPORT,KIRTLAND A.F.B.,USA,35.04,-106.609
KILG,NEW CASTLE CO,WILMINGTON,USA,39.679,-75.60600000000001
KILM,WILMINGTON INTERNATIONAL,WILMINGTON,USA,34.271,-77.903
KIND,INDIANAPOLIS INTERNATIONAL,INDIANAPOLIS,USA,39.717,-86.294
KINK,WINKLER CO,WINK,USA,31.779,-103.20100000000001
KINL,FALLS INTERNATIONAL,INTERNATIONAL FALLS,USA,48.566,-93.40299999999999
KINS,INDIAN SPRINGS AF AUX,INDIAN SPRINGS,USA,36.586999999999996,-115.67299999999999
KINT,SMITH REYNOLDS,WINSTON-SALEM,USA,36.134,-80.222
KIPL,IMPERIAL CO,IMPERIAL,USA,32.834,-115.579
KIPT,WILLIAMSPORT RGNL,WILLIAMSPORT,USA,41.242,-76.921
KISN,SLOULIN FLD INTERNATIONAL,WILLISTON,USA,48.178000000000004,-103.64200000000001
KISP,LONG ISLAND MAC ARTHUR,ISLIP,USA,40.795,-73.1
KJAN,JACKSON INTERNATIONAL,JACKSON,USA,32.311,-90.07600000000001
KJAX,JACKSONVILLE INTERNATIONAL,JACKSONVILLE,USA,30.494,-81.688
KJBR,JONESBORO MUNI,JONESBORO,USA,35.832,-90.646
KJFK,JOHN F KENNEDY INTERNATIONAL,NEW YORK,USA,40.64,-73.779
KLAN,CAPITAL CITY,LANSING,USA,42.778999999999996,-84.587
KLAS,MC CARRAN INTERNATIONAL,LAS VEGAS,USA,36.08,-115.152
KLAX,LOS ANGELES INTERNATIONAL,LOS ANGELES,USA,33.942,-118.40799999999999
KLBB,LUBBOCK INTERNATIONAL,LUBBOCK,USA,33.664,-101.823
KLCH,LAKE CHARLES RGNL,LAKE CHARLES,USA,30.125999999999998,-93.223
KLCK,RICKENBACKER INTERNATIONAL,COLUMBUS,USA,39.814,-82.928
KLFI,LANGLEY AFB,HAMPTON,USA,37.083,-76.36
KLFK,ANGELINA CO,LUFKIN,USA,31.234,-94.75
KLFT,LAFAYETTE RGNL,LAFAYETTE,USA,30.205,-91.98700000000001
KLGA,LA GUARDIA,NEW YORK,USA,40.777,-73.872
KLGB,LONG BEACH,LONG BEACH,USA,33.818000000000005,-118.15100000000001
KLHW,WRIGHT AAF,WRIGHT,USA,31.889,-81.562
KLIT,ADAMS FLD,LITTLE ROCK,USA,34.729,-92.22399999999999
KLNA,PALM BEACH CO PARK,WEST PALM BEACH,USA,26.593000000000004,-80.085
KLNK,LINCOLN MUNI,LINCOLN,USA,40.851,-96.759
KLOU,BOWMAN FLD,LOUISVILLE,USA,38.228,-85.664
KLRD,LAREDO INTERNATIONAL,LAREDO,USA,27.544,-99.461
KLRF,LITTLE ROCK AFB,JACKSONVILLE,USA,34.918,-92.146
KLSF,LAWSON AAF,FORT BENNING,USA,32.336999999999996,-84.991
KLSV,NELLIS AFB,LAS VEGAS,USA,36.236,-115.03399999999999
KLTS,ALTUS AFB,ALTUS,USA,34.667,-99.26700000000001
KLUF,LUKE AFB,PHOENIX,USA,33.535,-112.383
KLUK,CINCINNATI MUNI LUNKEN FLD,CINCINNATI,USA,39.103,-84.419
KMAF,MIDLAND INTERNATIONAL,MIDLAND,USA,31.941999999999997,-102.20200000000001
KMCC,MC CLELLAN AFLD,SACRAMENTO,USA,38.667,-121.40100000000001
KMCF,MACDILL AFB,TAMPA,USA,27.849,-82.521
KMCI,KANSAS CITY INTERNATIONAL,KANSAS CITY,USA,39.297,-94.714
KMCN,MIDDLE GEORGIA RGNL,MACON,USA,32.693000000000005,-83.649
KMCO,ORLANDO INTERNATIONAL,ORLANDO,USA,28.429000000000002,-81.316
KMDT,HARRISBURG INTERNATIONAL,HARRISBURG,USA,40.193000000000005,-76.763
KMDW,CHICAGO MIDWAY INTERNATIONAL,CHICAGO,USA,41.786,-87.75200000000001
KMEM,MEMPHIS INTERNATIONAL,MEMPHIS,USA,35.042,-89.977
KMER,CASTLE,MERCED,USA,37.38,-120.568
KMFE,MC ALLEN MILLER INTERNATIONAL,MCALLEN,USA,26.176,-98.23899999999999
KMGE,DOBBINS ARB,MARIETTA,USA,33.915,-84.516
KMHR,SACRAMENTO MATHER,SACRAMENTO,USA,38.554,-121.29700000000001
KMIA,MIAMI INTERNATIONAL,MIAMI,USA,25.793000000000003,-80.291
KMIB,MINOT AFB,MINOT,USA,48.416000000000004,-101.35700000000001
KMIV,MILLVILLE MUNI,MILLVILLE,USA,39.368,-75.072
KMKE,GENERAL MITCHELL INTERNATIONAL,MILWAUKEE,USA,42.946999999999996,-87.896
KMKL,MC KELLAR SIPES RGNL,JACKSON,USA,35.6,-88.916
KMKO,DAVIS FLD,MUSKOGEE,USA,35.657,-95.361
KMLB,MELBOURNE INTERNATIONAL,MELBOURNE,USA,28.103,-80.645
KMLC,MC ALESTER RGNL,MCALESTER,USA,34.882,-95.78299999999999
KMLT,MILLINOCKET MUNI,MILLINOCKET,USA,45.648,-68.686
KMLU,MONROE RGNL,MONROE,USA,32.510999999999996,-92.037
KMMV,MC MINNVILLE MUNI,MACKMINNVILLE,USA,45.193999999999996,-123.13600000000001
KMNM,MENOMINEE MARINETTE TWIN CO,MACON,USA,45.126000000000005,-87.63799999999999
KMOB,MOBILE RGNL,MOBILE,USA,30.691,-88.243
KMOD,MODESTO CITY CO HARRY SHAM,MODESTO,USA,37.626,-120.954
KMOT,MINOT INTERNATIONAL,MINOT,USA,48.25899999999999,-101.28
KMPV,EDWARD F KNAPP STATE,MONTPELIER,USA,44.203,-72.562
KMQT,SAWYER INTERNATIONAL,MARQUETTE,USA,46.534,-87.56200000000001
KMSN,DANE CO RGNL TRUAX FLD,MADISON,USA,43.14,-89.337
KMSP,MINNEAPOLIS ST PAUL INTERNATIONAL,MINNEAPOLIS,USA,44.88,-93.21700000000001
KMSS,MASSENA INTERNATIONAL RICHARDS FLD,MASSENA,USA,44.93600000000001,-74.845
KMSY,LOUIS ARMSTRONG NEW ORLEANS INTERNATIONAL,NEW ORLEANS,USA,29.993000000000002,-90.258
KMTC,SELFRIDGE ANGB,MOUNT CLEMENS,USA,42.613,-82.83200000000001
KMUI,MUIR AAF,MUIR,USA,40.435,-76.569
KMUO,MOUNTAIN HOME AFB,MOUNTAIN HOME,USA,43.043,-115.87200000000001
